episode,category,puzzle_front,puzzle_back
https://ocdb.cc/episode/gamblers-v-bowlers/,Red wine grapes,CN SL T,CINSAULT
https://ocdb.cc/episode/gamblers-v-bowlers/,Red wine grapes,SN GVS,SANGIOVESE
https://ocdb.cc/episode/gamblers-v-bowlers/,Red wine grapes,MN TPL CN,MONTEPULCIANO
https://ocdb.cc/episode/gamblers-v-bowlers/,Legal occupations,TTR NYG NR L,ATTORNEY GENERAL
https://ocdb.cc/episode/archers-admirers-v-gamblers/,Subtitles of novels,SPCD YS SY,A SPACE ODYSSEY
https://ocdb.cc/episode/archers-admirers-v-gamblers/,Subtitles of novels,NDW HTLC FNDT HR,AND WHAT ALICE FOUND THERE
https://ocdb.cc/episode/archers-admirers-v-gamblers/,Subtitles of novels,TH RNDB CKG N,THERE AND BACK AGAIN
https://ocdb.cc/episode/archers-admirers-v-gamblers/,Subtitles of novels,T HMD RNP RM THS,THE MODERN PROMETHEUS
https://ocdb.cc/episode/archers-admirers-v-gamblers/,Greek gods and their Roman equivalents,PS DNND NPT N,POSEIDON AND NEPTUNE
https://ocdb.cc/episode/archers-admirers-v-gamblers/,Greek gods and their Roman equivalents,RSN DMR S,ARES AND MARS
https://ocdb.cc/episode/archers-admirers-v-gamblers/,Greek gods and their Roman equivalents,H RNDJ N,HERA AND JUNO
https://ocdb.cc/episode/archers-admirers-v-gamblers/,Greek gods and their Roman equivalents,Z SND JP TR,ZEUS AND JUPITER
https://ocdb.cc/episode/archers-admirers-v-gamblers/,Famous football derbies,BNF CN DSP R TN GLSB N,BENFICA AND SPORTING LISBON
https://ocdb.cc/episode/archers-admirers-v-gamblers/,Famous football derbies,HRTS NDH B RNN,HEARTS AND HIBERNIAN
https://ocdb.cc/episode/archers-admirers-v-gamblers/,Famous football derbies,FNRB HCN D GLT SRY,FENERBAHCE AND GALATASARAY
https://ocdb.cc/episode/archers-admirers-v-gamblers/,Famous football derbies,JV N TS NDTR N,JUVENTUS AND TURIN
https://ocdb.cc/episode/archers-admirers-v-gamblers/,Railways and rail services,SH NKN SN,SHINKANSEN
https://ocdb.cc/episode/hitchhikers-v-strategists/,World currencies,P LS HZL TY,POLISH ZLOTY
https://ocdb.cc/episode/hitchhikers-v-strategists/,World currencies,TR KS HLR,TURKISH LIRA
https://ocdb.cc/episode/hitchhikers-v-strategists/,World currencies,V TNM SDNG,VIETNAMESE DONG
https://ocdb.cc/episode/hitchhikers-v-strategists/,World currencies,DN SHK RN,DANISH KRONE
https://ocdb.cc/episode/hitchhikers-v-strategists/,Physical constants,SPD FL GHT,SPEED OF LIGHT
https://ocdb.cc/episode/hitchhikers-v-strategists/,Physical constants,CCL RTNF FR FLL,ACCELERATION OF FREEFALL
https://ocdb.cc/episode/hitchhikers-v-strategists/,Physical constants,L MNT RYCH RG,ELEMENTARY CHARGE
https://ocdb.cc/episode/hitchhikers-v-strategists/,Physical constants,VGD RSN MB R,AVOGADRO&#039;S NUMBER
https://ocdb.cc/episode/hitchhikers-v-strategists/,Heraldic terms,ZR,AZURE
https://ocdb.cc/episode/hitchhikers-v-strategists/,Heraldic terms,C RNT,COURANT
https://ocdb.cc/episode/hitchhikers-v-strategists/,Heraldic terms,CDC S,CADUCEUS
https://ocdb.cc/episode/hitchhikers-v-strategists/,Heraldic terms,FLD,FIELD
https://ocdb.cc/episode/hitchhikers-v-strategists/,Characters who committed suicide,MMB VRY,EMMA BOVARY
https://ocdb.cc/episode/hitchhikers-v-strategists/,Characters who committed suicide,JLTCP LT,JULIET CAPULET
https://ocdb.cc/episode/gamblers-v-strategists/,World leaders during World War I,WDR WW LSN,WOODROW WILSON
https://ocdb.cc/episode/gamblers-v-strategists/,World leaders during World War I,VLDM RL NN,VLADMIR LENIN
https://ocdb.cc/episode/gamblers-v-strategists/,World leaders during World War I,NT NM R,ANTONIO MAURA
https://ocdb.cc/episode/gamblers-v-strategists/,World leaders during World War I,H RBR TS QTH,HERBERT ASQUITH
https://ocdb.cc/episode/gamblers-v-strategists/,Arithmetical equations,TH RPLS FRQ LSS VN,THREE PLUS FOUR EQUALS SEVEN
https://ocdb.cc/episode/gamblers-v-strategists/,Arithmetical equations,TWS QR DQL SFR,TWO SQUARED EQUALS FOUR
https://ocdb.cc/episode/gamblers-v-strategists/,Arithmetical equations,TWL VDVD DBYT WQ LSSX,TWELVE DIVIDED BY TWO EQUALS SIX
https://ocdb.cc/episode/gamblers-v-strategists/,Arithmetical equations,FVT MSZ RQL SZR,FIVE TIMES ZERO EQUALS ZERO
https://ocdb.cc/episode/gamblers-v-strategists/,Famous autobiographies,SV NPL LR SFW S DM,SEVEN PILLARS OF WISDOM
https://ocdb.cc/episode/gamblers-v-strategists/,Famous autobiographies,M YL FT FT,MY LEFT FOOT
https://ocdb.cc/episode/gamblers-v-strategists/,Famous autobiographies,THM N SBL LN,THE MOON&#039;S A BALLOON
https://ocdb.cc/episode/gamblers-v-strategists/,Famous autobiographies,M RNC,MR NICE
https://ocdb.cc/episode/gamblers-v-strategists/,Early musical instruments,PNP PS,PANPIPES
https://ocdb.cc/episode/gamblers-v-strategists/,Early musical instruments,CRN,OCARINA
https://ocdb.cc/episode/gamblers-v-strategists/,Early musical instruments,HM MR DD LCM R,HAMMERED DULCIMER
https://ocdb.cc/episode/gamblers-v-strategists/,Early musical instruments,TMB RN,TAMBOURINE
https://ocdb.cc/episode/social-networkers-v-vegetarians/,Alkaline substances,B KN GSD,BAKING SODA
https://ocdb.cc/episode/social-networkers-v-vegetarians/,Alkaline substances,V NCL NR,OVEN CLEANER
https://ocdb.cc/episode/social-networkers-v-vegetarians/,Alkaline substances,MMN SL TN,AMMONIA SOLUTION
https://ocdb.cc/episode/social-networkers-v-vegetarians/,Alkaline substances,M LKF MG NS,MILK OF MAGNESIA
https://ocdb.cc/episode/social-networkers-v-vegetarians/,Things you can sleep on,FTN,FUTON
https://ocdb.cc/episode/social-networkers-v-vegetarians/,Things you can sleep on,FRP ST RBD,FOUR-POSTER BED
https://ocdb.cc/episode/social-networkers-v-vegetarians/,Things you can sleep on,PLL SS,PALLIASSE
https://ocdb.cc/episode/social-networkers-v-vegetarians/,Things you can sleep on,DB LBNK,DOUBLE BUNK
https://ocdb.cc/episode/social-networkers-v-vegetarians/,They mean &quot;quickly&quot;,LC K TYS PLT,LICKETY-SPLIT
https://ocdb.cc/episode/social-networkers-v-vegetarians/,They mean &quot;quickly&quot;,HTFT,HOTFOOT
https://ocdb.cc/episode/social-networkers-v-vegetarians/,They mean &quot;quickly&quot;,PR STSS M,PRESTISSIMO
https://ocdb.cc/episode/social-networkers-v-vegetarians/,They mean &quot;quickly&quot;,P STHS T,POST-HASTE
https://ocdb.cc/episode/social-networkers-v-vegetarians/,Styles of type,C RSV,CURSIVE
https://ocdb.cc/episode/social-networkers-v-vegetarians/,Styles of type,PP RCS,UPPERCASE
https://ocdb.cc/episode/social-networkers-v-vegetarians/,Styles of type,NTQ,ANTIQUE
https://ocdb.cc/episode/social-networkers-v-vegetarians/,Styles of type,LDN GL SH,OLD ENGLISH
https://ocdb.cc/episode/social-networkers-v-vegetarians/,Wine-producing areas,C HNT,CHIANTI
https://ocdb.cc/episode/social-networkers-v-vegetarians/,Wine-producing areas,LSC,ALSACE
https://ocdb.cc/episode/social-networkers-v-vegetarians/,Wine-producing areas,FN GRL KS,FINGER LAKES
https://ocdb.cc/episode/social-networkers-v-vegetarians/,Wine-producing areas,YR RV LLY,YARRA VALLEY
https://ocdb.cc/episode/social-networkers-v-vegetarians/,Soccer terms,NDR CTFRK CK,INDIRECT FREE KICK
https://ocdb.cc/episode/social-networkers-v-vegetarians/,Soccer terms,TS DRG HT,OUTSIDE RIGHT
https://ocdb.cc/episode/edwards-family-v-inorganic-chemists/,Non-alcoholic beverages,PP LJC,APPLE JUICE
https://ocdb.cc/episode/edwards-family-v-inorganic-chemists/,Non-alcoholic beverages,CCR MSD,ICE CREAM SODA
https://ocdb.cc/episode/edwards-family-v-inorganic-chemists/,Non-alcoholic beverages,CF LT,CAFE AU LAIT
https://ocdb.cc/episode/edwards-family-v-inorganic-chemists/,Non-alcoholic beverages,LMD,LIMEADE
https://ocdb.cc/episode/edwards-family-v-inorganic-chemists/,Fictional vehicles,HG W RTS XP RSS,HOGWARTS EXPRESS
https://ocdb.cc/episode/edwards-family-v-inorganic-chemists/,Fictional vehicles,BLC KB TY,BLACK BEAUTY
https://ocdb.cc/episode/edwards-family-v-inorganic-chemists/,Fictional vehicles,CM P CTP SS YCT,COMPACT PUSSYCAT
https://ocdb.cc/episode/edwards-family-v-inorganic-chemists/,Fictional vehicles,GNR LL,GENERAL LEE
https://ocdb.cc/episode/edwards-family-v-inorganic-chemists/,World cities and their major rivers,DB LNN DLF FY,DUBLIN AND LIFFEY
https://ocdb.cc/episode/edwards-family-v-inorganic-chemists/,World cities and their major rivers,M LB RNNDY RR,MELBOURNE AND YARRA
https://ocdb.cc/episode/edwards-family-v-inorganic-chemists/,World cities and their major rivers,V NNN DD NB,VIENNA AND DANUBE
https://ocdb.cc/episode/edwards-family-v-inorganic-chemists/,World cities and their major rivers,B GH DDNDT GRS,BAGHDAD AND TIGRIS
https://ocdb.cc/episode/edwards-family-v-inorganic-chemists/,Techniques in art,RB RS HNG,AIRBRUSHING
https://ocdb.cc/episode/edwards-family-v-inorganic-chemists/,Techniques in art,MPS T,IMPASTO
https://ocdb.cc/episode/edwards-family-v-inorganic-chemists/,Techniques in art,QT NT,AQUATINT
https://ocdb.cc/episode/edwards-family-v-inorganic-chemists/,Techniques in art,DCPG,DECOUPAGE
https://ocdb.cc/episode/edwards-family-v-inorganic-chemists/,Animals that could talk,M STR D,MISTER ED
https://ocdb.cc/episode/analysts-v-editors/,Routine medical tests,CHS TX RY,CHEST X-RAY
https://ocdb.cc/episode/analysts-v-editors/,Routine medical tests,LCT RC RDGR M,ELECTROCARDIOGRAM
https://ocdb.cc/episode/analysts-v-editors/,Routine medical tests,LT RSN DSC N,ULTRASOUND SCAN
https://ocdb.cc/episode/analysts-v-editors/,Routine medical tests,FS TN GBLD GLCS,FASTING BLOOD GLUCOSE
https://ocdb.cc/episode/analysts-v-editors/,Art tools and materials,PP RMCH,PAPIER MACHE
https://ocdb.cc/episode/analysts-v-editors/,Art tools and materials,LCL RS,OIL COLOURS
https://ocdb.cc/episode/analysts-v-editors/,Art tools and materials,LBSTR,ALABASTER
https://ocdb.cc/episode/analysts-v-editors/,Art tools and materials,CM LH RBR SH,CAMEL HAIR BRUSH
https://ocdb.cc/episode/analysts-v-editors/,Sporting controversies,B DYL NTR,BODYLINE TOUR
https://ocdb.cc/episode/analysts-v-editors/,Sporting controversies,BL DGT,BLOODGATE
https://ocdb.cc/episode/analysts-v-editors/,Sporting controversies,BS LDL V RFFR,BASIL D&#039;OLIVEIRA AFFAIR
https://ocdb.cc/episode/analysts-v-editors/,Sporting controversies,H ND FG D,HAND OF GOD
https://ocdb.cc/episode/analysts-v-editors/,Sci-fi characters and their home planet,S PC KN DVLC N,SPOCK AND VULCAN
https://ocdb.cc/episode/analysts-v-editors/,Sci-fi characters and their home planet,M RKN DRK,MORK AND ORK
https://ocdb.cc/episode/analysts-v-editors/,Sci-fi characters and their home planet,D CT RZD BR GN DDCP DTN,DOCTOR ZOIDBERG AND DECAPOD TEN
https://ocdb.cc/episode/analysts-v-editors/,Sci-fi characters and their home planet,NK NSK YWL KR NDT TN,ANAKIN SKYWALKER AND TATOOINE
https://ocdb.cc/episode/joggers-v-technologists/,Literary forms and genres,TBG RP HY,AUTOBIOGRAPHY
https://ocdb.cc/episode/joggers-v-technologists/,Literary forms and genres,R MNCL F,ROMAN-A-CLEF
https://ocdb.cc/episode/joggers-v-technologists/,Literary forms and genres,RTC,EROTICA
https://ocdb.cc/episode/joggers-v-technologists/,Literary forms and genres,MRC LP LY,MIRACLE PLAY
https://ocdb.cc/episode/joggers-v-technologists/,Discovered by Nobel Prize winners,NC L RF SSN,NUCLEAR FISSION
https://ocdb.cc/episode/joggers-v-technologists/,Discovered by Nobel Prize winners,DX YR BN CL CCD,DEOXYRIBONUCLEAIC ACID
https://ocdb.cc/episode/joggers-v-technologists/,Discovered by Nobel Prize winners,N RG YQ NT,ENERGY QUANTA
https://ocdb.cc/episode/joggers-v-technologists/,Discovered by Nobel Prize winners,N SLN,INSULIN
https://ocdb.cc/episode/joggers-v-technologists/,Alcoholic spirits and liqueurs,M RTT,AMARETTO
https://ocdb.cc/episode/joggers-v-technologists/,Alcoholic spirits and liqueurs,TMR,TIA MARIA
https://ocdb.cc/episode/joggers-v-technologists/,Alcoholic spirits and liqueurs,CRÇ,CURAÇAO
https://ocdb.cc/episode/joggers-v-technologists/,Alcoholic spirits and liqueurs,Z,OUZO
https://ocdb.cc/episode/joggers-v-technologists/,Biopics about musicians,L VNR S,LA VIE EN ROSE
https://ocdb.cc/episode/joggers-v-technologists/,Biopics about musicians,MDS,AMADEUS
https://ocdb.cc/episode/joggers-v-technologists/,Biopics about musicians,CL MN RSD GHT R,COAL MINER&#039;S DAUGHTER
https://ocdb.cc/episode/joggers-v-technologists/,Biopics about musicians,WH TSL VGTT D WT HT,WHAT&#039;S LOVE GOT TO DO WITH IT
https://ocdb.cc/episode/joggers-v-technologists/,Badges that Girl Guides can earn,NT RPR TR,INTERPRETER
https://ocdb.cc/episode/fantasy-footballers-v-antiquarians/,Cities purpose-built as capitals,NWD LH,NEW DELHI
https://ocdb.cc/episode/fantasy-footballers-v-antiquarians/,Cities purpose-built as capitals,S LMB D,ISLAMABAD
https://ocdb.cc/episode/fantasy-footballers-v-antiquarians/,Cities purpose-built as capitals,B LM PN,BELMOPAN
https://ocdb.cc/episode/fantasy-footballers-v-antiquarians/,Cities purpose-built as capitals,BJ,ABUJA
https://ocdb.cc/episode/fantasy-footballers-v-antiquarians/,Legumes,P YLN TL,PUY LENTIL
https://ocdb.cc/episode/fantasy-footballers-v-antiquarians/,Legumes,MNG TT,MANGETOUT
https://ocdb.cc/episode/fantasy-footballers-v-antiquarians/,Legumes,DZ KBN,ADZUKI BEAN
https://ocdb.cc/episode/fantasy-footballers-v-antiquarians/,Legumes,PT TPS,PETIT POIS
https://ocdb.cc/episode/fantasy-footballers-v-antiquarians/,The tallest bird on its home continent,RH,RHEA
https://ocdb.cc/episode/fantasy-footballers-v-antiquarians/,The tallest bird on its home continent,MP RRP NGN,EMPEROR PENGUIN
https://ocdb.cc/episode/fantasy-footballers-v-antiquarians/,The tallest bird on its home continent,W HPN GCR N,WHOOPING CRANE
https://ocdb.cc/episode/fantasy-footballers-v-antiquarians/,The tallest bird on its home continent,M,EMU
https://ocdb.cc/episode/fantasy-footballers-v-antiquarians/,Footballers&#039; wives,SH RM RP HY,SHEREE MURPHY
https://ocdb.cc/episode/fantasy-footballers-v-antiquarians/,Footballers&#039; wives,LXCR RN,ALEX CURRAN
https://ocdb.cc/episode/fantasy-footballers-v-antiquarians/,Footballers&#039; wives,TNY TRNR,TANYA TURNER
https://ocdb.cc/episode/fantasy-footballers-v-antiquarians/,Footballers&#039; wives,LS RDK NPP,LOUISE REDKNAPP
https://ocdb.cc/episode/listeners-v-steel-city-singers/,Party games,PN THT LNT HDN KY,PIN THE TAIL ON THE DONKEY
https://ocdb.cc/episode/listeners-v-steel-city-singers/,Party games,HN TTHTH MBL,HUNT THE THIMBLE
https://ocdb.cc/episode/listeners-v-steel-city-singers/,Party games,LN DNB RDG,LONDON BRIDGE
https://ocdb.cc/episode/listeners-v-steel-city-singers/,Party games,MSC LC HRS,MUSICAL CHAIRS
https://ocdb.cc/episode/listeners-v-steel-city-singers/,Non-human literary characters,GR TN CLB LG R,GREAT UNCLE BULGARIA
https://ocdb.cc/episode/listeners-v-steel-city-singers/,Non-human literary characters,S MLWH S KRS,SAMUEL WHISKERS
https://ocdb.cc/episode/listeners-v-steel-city-singers/,Non-human literary characters,MMNMMM,MOOMINMAMMA
https://ocdb.cc/episode/listeners-v-steel-city-singers/,Non-human literary characters,WH TFN G,WHITE FANG
https://ocdb.cc/episode/listeners-v-steel-city-singers/,Historical time periods,RR NGT WN TS,ROARING TWENTIES
https://ocdb.cc/episode/listeners-v-steel-city-singers/,Historical time periods,LBL LPQ,LA BELLE EPOQUE
https://ocdb.cc/episode/listeners-v-steel-city-singers/,Historical time periods,M VDCD,MAUVE DECADE
https://ocdb.cc/episode/listeners-v-steel-city-singers/,Historical time periods,RL YMD D LGS,EARLY MIDDLE AGES
https://ocdb.cc/episode/listeners-v-steel-city-singers/,Horticultural spaces,RBR TM,ARBORETUM
https://ocdb.cc/episode/listeners-v-steel-city-singers/,Horticultural spaces,TLNG RDN,ITALIAN GARDEN
https://ocdb.cc/episode/rowers-v-linguists/,TV spin-offs,THS RH JN DVNT RS,THE SARAH JANE ADVENTURES
https://ocdb.cc/episode/rowers-v-linguists/,TV spin-offs,JY,JOEY
https://ocdb.cc/episode/rowers-v-linguists/,TV spin-offs,MRD NND M RGRG,MR DON AND MR GEORGE
https://ocdb.cc/episode/rowers-v-linguists/,TV spin-offs,THG RNG RNG RSS,THE GREEN GREEN GRASS
https://ocdb.cc/episode/rowers-v-linguists/,Regions of the world,LTN MRC,LATIN AMERICA
https://ocdb.cc/episode/rowers-v-linguists/,Regions of the world,ND NSB CNT NNT,INDIAN SUBCONTINENT
https://ocdb.cc/episode/rowers-v-linguists/,Regions of the world,STRLS,AUSTRALASIA
https://ocdb.cc/episode/rowers-v-linguists/,Regions of the world,B SQC NT RY,BASQUE COUNTRY
https://ocdb.cc/episode/rowers-v-linguists/,Things that can be spiked,R NNN GSH,RUNNING SHOE
https://ocdb.cc/episode/rowers-v-linguists/,Things that can be spiked,NW S PP RST RY,NEWSPAPER STORY
https://ocdb.cc/episode/rowers-v-linguists/,Things that can be spiked,LCH LCDR NK,ALCOHOLIC DRINK
https://ocdb.cc/episode/rowers-v-linguists/,Things that can be spiked,V LLYB LL,VOLLEYBALL
https://ocdb.cc/episode/rowers-v-linguists/,Fishing equipment,TCK LBX,TACKLE BOX
https://ocdb.cc/episode/rowers-v-linguists/,Fishing equipment,RTF CLF LY,ARTIFICIAL FLY
https://ocdb.cc/episode/rock-n-rollers-v-trade-unionists/,Food named after places,BK DLS K,BAKED ALASKA
https://ocdb.cc/episode/rock-n-rollers-v-trade-unionists/,Food named after places,GDC HS,GOUDA CHEESE
https://ocdb.cc/episode/rock-n-rollers-v-trade-unionists/,Food named after places,PR TWN,PORT WINE
https://ocdb.cc/episode/rock-n-rollers-v-trade-unionists/,Food named after places,THS ND S LNDD RSS NG,THOUSAND ISLAND DRESSING
https://ocdb.cc/episode/rock-n-rollers-v-trade-unionists/,Bodily fluids,SBM,SEBUM
https://ocdb.cc/episode/rock-n-rollers-v-trade-unionists/,Bodily fluids,M NTCF LD,AMNIOTIC FLUID
https://ocdb.cc/episode/rock-n-rollers-v-trade-unionists/,Bodily fluids,G STR CJC,GASTRIC JUICE
https://ocdb.cc/episode/rock-n-rollers-v-trade-unionists/,Bodily fluids,QS HMR,AQUEOUS HUMOUR
https://ocdb.cc/episode/rock-n-rollers-v-trade-unionists/,Items collected in Blue Peter appeals,CM PC TDS CS,COMPACT DISCS
https://ocdb.cc/episode/rock-n-rollers-v-trade-unionists/,Items collected in Blue Peter appeals,LM NMC NS,ALUMINIUM CANS
https://ocdb.cc/episode/rock-n-rollers-v-trade-unionists/,Items collected in Blue Peter appeals,SDC LTH NG,USED CLOTHING
https://ocdb.cc/episode/rock-n-rollers-v-trade-unionists/,Items collected in Blue Peter appeals,J NKM L,JUNK MAIL
https://ocdb.cc/episode/rock-n-rollers-v-trade-unionists/,Major League Baseball teams,CH CGW H TSX,CHICAGO WHITE SOX
https://ocdb.cc/episode/rock-n-rollers-v-trade-unionists/,Major League Baseball teams,TLN TBR VS,ATLANTA BRAVES
https://ocdb.cc/episode/rock-n-rollers-v-trade-unionists/,Major League Baseball teams,HS TNS TRS,HOUSTON ASTROS
https://ocdb.cc/episode/rock-n-rollers-v-trade-unionists/,Major League Baseball teams,NWY RKY NKS,NEW YORK YANKEES
https://ocdb.cc/episode/social-networkers-v-antiquarians/,Rival factions,CV LR SN DR NDH DS,CAVALIERS AND ROUNDHEADS
https://ocdb.cc/episode/social-networkers-v-antiquarians/,Rival factions,B LD SNDC RPS,BLOODS AND CRIPS
https://ocdb.cc/episode/social-networkers-v-antiquarians/,Rival factions,TBT SNDD CPT CN S,AUTOBOTS AND DECEPTICONS
https://ocdb.cc/episode/social-networkers-v-antiquarians/,Rival factions,TM DWR DNDT MJ CB,TEAM EDWARD AND TEAM JACOB
https://ocdb.cc/episode/social-networkers-v-antiquarians/,Mathematical curves,LLPS,ELLIPSE
https://ocdb.cc/episode/social-networkers-v-antiquarians/,Mathematical curves,CRDD,CARDIOID
https://ocdb.cc/episode/social-networkers-v-antiquarians/,Mathematical curves,LM NSC T,LEMNISCATE
https://ocdb.cc/episode/social-networkers-v-antiquarians/,Mathematical curves,QNGL RS PRL,EQUIANGULAR SPIRAL
https://ocdb.cc/episode/social-networkers-v-antiquarians/,Things you can insure against,CRT H FT,CAR THEFT
https://ocdb.cc/episode/social-networkers-v-antiquarians/,Things you can insure against,CN CL LDW DDN G,CANCELLED WEDDING
https://ocdb.cc/episode/rowers-v-listeners/,Geological processes,RSN,EROSION
https://ocdb.cc/episode/rowers-v-listeners/,Geological processes,C NT NNT LDR FT,CONTINENTAL DRIFT
https://ocdb.cc/episode/rowers-v-listeners/,Geological processes,DG NSS,DIAGENESIS
https://ocdb.cc/episode/rowers-v-listeners/,Geological processes,LT HFC TN,LITHIFACTION
https://ocdb.cc/episode/rowers-v-listeners/,They married royalty,MRN TN TT,MARIE ANTOINETTE
https://ocdb.cc/episode/rowers-v-listeners/,They married royalty,NF RTT,NEFERTITI
https://ocdb.cc/episode/rowers-v-listeners/,They married royalty,LSHL BY,LISA HALABY
https://ocdb.cc/episode/rowers-v-listeners/,They married royalty,WL LSS MP SN,WALLIS SIMPSON
https://ocdb.cc/episode/rowers-v-listeners/,The song title isn&#039;t in its lyrics,THB LL DFJ HNND YK,THE BALLAD OF JOHN AND YOKO
https://ocdb.cc/episode/rowers-v-listeners/,The song title isn&#039;t in its lyrics,V VLV D,VIVA LA VIDA
https://ocdb.cc/episode/rowers-v-listeners/,The song title isn&#039;t in its lyrics,FL RS CNTD LSC NT,FLUORESCENT ADOLESCENT
https://ocdb.cc/episode/rowers-v-listeners/,The song title isn&#039;t in its lyrics,SM LL SL KT NSPR T,SMELLS LIKE TEEN SPIRIT
https://ocdb.cc/episode/edwards-family-v-trade-unionists/,Bildungsroman novels,SNSN DLV RS,SONS AND LOVERS
https://ocdb.cc/episode/edwards-family-v-trade-unionists/,Bildungsroman novels,NNF G RNG BL S,ANNE OF GREEN GABLES
https://ocdb.cc/episode/edwards-family-v-trade-unionists/,Bildungsroman novels,RNG SR NTT HN LYFR T,ORANGES ARE NOT THE ONLY FRUIT
https://ocdb.cc/episode/edwards-family-v-trade-unionists/,Bildungsroman novels,BL C KSW NG RN,BLACK SWAN GREEN
https://ocdb.cc/episode/edwards-family-v-trade-unionists/,Sir Christopher Wren buildings,RY LBS R VTR Y,ROYAL OBSERVATORY
https://ocdb.cc/episode/edwards-family-v-trade-unionists/,Sir Christopher Wren buildings,SH LD NNT HTR,SHELDONIAN THEATRE
https://ocdb.cc/episode/edwards-family-v-trade-unionists/,Sir Christopher Wren buildings,THM NMNT,THE MONUMENT
https://ocdb.cc/episode/edwards-family-v-trade-unionists/,Sir Christopher Wren buildings,R YLH SP TLC H LS,"ROYAL HOSPITAL, CHELSEA"
https://ocdb.cc/episode/edwards-family-v-trade-unionists/,Added to the 2011 Basket of Goods,HRC N DTNR,HAIR CONDITIONER
https://ocdb.cc/episode/edwards-family-v-trade-unionists/,Added to the 2011 Basket of Goods,MD MDNST YF BRB RD,MEDIUM DENSITY FIBREBOARD
https://ocdb.cc/episode/edwards-family-v-trade-unionists/,Added to the 2011 Basket of Goods,VNR D YJN T,OVEN-READY JOINT
https://ocdb.cc/episode/edwards-family-v-trade-unionists/,Added to the 2011 Basket of Goods,SM R TPH NHN DST,SMARTPHONE HANDSET
https://ocdb.cc/episode/edwards-family-v-trade-unionists/,Colloquial names for plants,RD HTP KR,RED HOT POKER
https://ocdb.cc/episode/edwards-family-v-trade-unionists/,Colloquial names for plants,BB Y SBRT H,BABY&#039;S BREATH
https://ocdb.cc/episode/edwards-family-v-trade-unionists/,Colloquial names for plants,M THR NL W STNG,MOTHER IN LAW&#039;S TONGUE
https://ocdb.cc/episode/edwards-family-v-trade-unionists/,Colloquial names for plants,BR DFPR DS,BIRD-OF-PARADISE
https://ocdb.cc/episode/analysts-v-technologists/,Amphibians,G NTS LM NDR,GIANT SALAMANDER
https://ocdb.cc/episode/analysts-v-technologists/,Amphibians,H RNDT D,HORNED TOAD
https://ocdb.cc/episode/analysts-v-technologists/,Amphibians,XL TL,AXOLOTL
https://ocdb.cc/episode/analysts-v-technologists/,Amphibians,P NRR WF RG,POISON ARROW FROG
https://ocdb.cc/episode/analysts-v-technologists/,Lines from God Save the Queen,LN GTRG NVR S,LONG TO REIGN OVER US
https://ocdb.cc/episode/analysts-v-technologists/,Lines from God Save the Queen,TH YC HCSTG FT SNSTR,THY CHOICEST GIFTS IN STORE
https://ocdb.cc/episode/analysts-v-technologists/,Lines from God Save the Queen,MY SHD FND RL WS,MAY SHE DEFEND OUR LAWS
https://ocdb.cc/episode/analysts-v-technologists/,Lines from God Save the Queen,SN DHRV CT RS,SEND HER VICTORIOUS
https://ocdb.cc/episode/analysts-v-technologists/,Lipids,ST,SUET
https://ocdb.cc/episode/analysts-v-technologists/,Lipids,GH,GHEE
https://ocdb.cc/episode/analysts-v-technologists/,Lipids,LVL,OLIVE OIL
https://ocdb.cc/episode/analysts-v-technologists/,Lipids,LNLN,LANOLIN
https://ocdb.cc/episode/analysts-v-technologists/,Autobiographies published in 2010,DC SNP NTS,DECISION POINTS
https://ocdb.cc/episode/analysts-v-technologists/,Autobiographies published in 2010,M MRSFF RT CK,MEMOIRS OF A FRUITCAKE
https://ocdb.cc/episode/analysts-v-technologists/,Autobiographies published in 2010,CN FSSNSF CN JRR,CONFESSIONS OF A CONJUROR
https://ocdb.cc/episode/listeners-v-antiquarians/,Operas that premiered in Paris,DNPS QL,DON PASQUALE
https://ocdb.cc/episode/listeners-v-antiquarians/,Operas that premiered in Paris,PL LSTM LS ND,PELLEAS ET MELISANDE
https://ocdb.cc/episode/listeners-v-antiquarians/,Operas that premiered in Paris,LSTR YNS,LES TROYENS
https://ocdb.cc/episode/listeners-v-antiquarians/,Operas that premiered in Paris,LKM,LAKME
https://ocdb.cc/episode/listeners-v-antiquarians/,Wartime poster slogans,Y RCNTR YN DS Y,YOUR COUNTRY NEEDS YOU
https://ocdb.cc/episode/listeners-v-antiquarians/,Wartime poster slogans,CR LS STL K CS TSL VS,CARELESS TALK COSTS LIVES
https://ocdb.cc/episode/listeners-v-antiquarians/,Wartime poster slogans,SYR JRN YRL LYN CS SRY,IS YOUR JOURNEY REALLY NECESSARY
https://ocdb.cc/episode/listeners-v-antiquarians/,Wartime poster slogans,DGF RVCT R Y,DIG FOR VICTORY
https://ocdb.cc/episode/listeners-v-antiquarians/,Female protagonists in literature,FN NYP RC,FANNY PRICE
https://ocdb.cc/episode/listeners-v-antiquarians/,Female protagonists in literature,LR LL,LORELEI LEE
https://ocdb.cc/episode/listeners-v-antiquarians/,Female protagonists in literature,NTN TTC SWY,ANTOINETTE COSWAY
https://ocdb.cc/episode/listeners-v-antiquarians/,Female protagonists in literature,L ZDL TTL,ELIZA DOOLITTLE
